accuracy,precision,recall,f1,auroc,auprc,brier,model,cv_mean_auroc,cv_std_auroc,cv_mean_auprc,cv_std_auprc,cv_mean_brier,cv_std_brier,rank_auroc,rank_auprc,rank_brier,selection_rank
0.6335591252177278,0.4274656679151061,0.6649404453650958,0.520391103905973,0.7005410003865626,0.4829435361763702,0.22001572169796899,logistic_regression,0.7006735028237736,0.009650716603745703,0.4840794996745327,0.012404070851666199,0.22001572169796896,0.0026210902077629006,1.0,1.0,2.0,1.3333333333333333
0.6850396748596864,0.4733376371852808,0.47462454686690836,0.47398021850151917,0.6946130586454021,0.47152215747544796,0.20318361926340955,random_forest,0.6948463927572559,0.011291894497267523,0.4735406999634348,0.014063456654553984,0.20318361926340955,0.0025674005013302057,2.0,2.0,1.0,1.6666666666666667
